word,url
あだぼれ,https://ja.wiktionary.org/wiki/%E3%81%82%E3%81%A0%E3%81%BC%E3%82%8C
圧,https://ja.wiktionary.org/wiki/%E5%9C%A7
圧延,https://ja.wiktionary.org/wiki/%E5%9C%A7%E5%BB%B6
圧下,https://ja.wiktionary.org/wiki/%E5%9C%A7%E4%B8%8B
悪化,https://ja.wiktionary.org/wiki/%E6%82%AA%E5%8C%96
あつぎり,https://ja.wiktionary.org/wiki/%E3%81%82%E3%81%A4%E3%81%8E%E3%82%8A
厚化粧,https://ja.wiktionary.org/wiki/%E5%8E%9A%E5%8C%96%E7%B2%A7
圧搾,https://ja.wiktionary.org/wiki/%E5%9C%A7%E6%90%BE
圧殺,https://ja.wiktionary.org/wiki/%E5%9C%A7%E6%AE%BA
圧死,https://ja.wiktionary.org/wiki/%E5%9C%A7%E6%AD%BB
遏止,https://ja.wiktionary.org/wiki/%E9%81%8F%E6%AD%A2
圧縮,https://ja.wiktionary.org/wiki/%E5%9C%A7%E7%B8%AE
圧勝,https://ja.wiktionary.org/wiki/%E5%9C%A7%E5%8B%9D
圧制,https://ja.wiktionary.org/wiki/%E5%9C%A7%E5%88%B6
あっせん,https://ja.wiktionary.org/wiki/%E3%81%82%E3%81%A3%E3%81%9B%E3%82%93
斡旋,https://ja.wiktionary.org/wiki/%E6%96%A1%E6%97%8B
圧着,https://ja.wiktionary.org/wiki/%E5%9C%A7%E7%9D%80
圧倒,https://ja.wiktionary.org/wiki/%E5%9C%A7%E5%80%92
圧入,https://ja.wiktionary.org/wiki/%E5%9C%A7%E5%85%A5
圧迫,https://ja.wiktionary.org/wiki/%E5%9C%A7%E8%BF%AB
アップ,https://ja.wiktionary.org/wiki/%E3%82%A2%E3%83%83%E3%83%97
圧服,https://ja.wiktionary.org/wiki/%E5%9C%A7%E6%9C%8D
アップグレード,https://ja.wiktionary.org/wiki/%E3%82%A2%E3%83%83%E3%83%97%E3%82%B0%E3%83%AC%E3%83%BC%E3%83%89
アップデート,https://ja.wiktionary.org/wiki/%E3%82%A2%E3%83%83%E3%83%97%E3%83%87%E3%83%BC%E3%83%88
アップロード,https://ja.wiktionary.org/wiki/%E3%82%A2%E3%83%83%E3%83%97%E3%83%AD%E3%83%BC%E3%83%89
圧抑,https://ja.wiktionary.org/wiki/%E5%9C%A7%E6%8A%91
軋轢,https://ja.wiktionary.org/wiki/%E8%BB%8B%E8%BD%A2
あてこすり,https://ja.wiktionary.org/wiki/%E3%81%82%E3%81%A6%E3%81%93%E3%81%99%E3%82%8A
当て字,https://ja.wiktionary.org/wiki/%E5%BD%93%E3%81%A6%E5%AD%97
当て推量,https://ja.wiktionary.org/wiki/%E5%BD%93%E3%81%A6%E6%8E%A8%E9%87%8F
あてにげ,https://ja.wiktionary.org/wiki/%E3%81%82%E3%81%A6%E3%81%AB%E3%81%92
あとおし,https://ja.wiktionary.org/wiki/%E3%81%82%E3%81%A8%E3%81%8A%E3%81%97
あとがき,https://ja.wiktionary.org/wiki/%E3%81%82%E3%81%A8%E3%81%8C%E3%81%8D
後始末,https://ja.wiktionary.org/wiki/%E5%BE%8C%E5%A7%8B%E6%9C%AB
あとずさり,https://ja.wiktionary.org/wiki/%E3%81%82%E3%81%A8%E3%81%9A%E3%81%95%E3%82%8A
アドバイス,https://ja.wiktionary.org/wiki/%E3%82%A2%E3%83%89%E3%83%90%E3%82%A4%E3%82%B9
あとばらい,https://ja.wiktionary.org/wiki/%E3%81%82%E3%81%A8%E3%81%B0%E3%82%89%E3%81%84
あとまわし,https://ja.wiktionary.org/wiki/%E3%81%82%E3%81%A8%E3%81%BE%E3%82%8F%E3%81%97
あともどり,https://ja.wiktionary.org/wiki/%E3%81%82%E3%81%A8%E3%82%82%E3%81%A9%E3%82%8A
あなうめ,https://ja.wiktionary.org/wiki/%E3%81%82%E3%81%AA%E3%81%86%E3%82%81
アナルセックス,https://ja.wiktionary.org/wiki/%E3%82%A2%E3%83%8A%E3%83%AB%E3%82%BB%E3%83%83%E3%82%AF%E3%82%B9
アピール,https://ja.wiktionary.org/wiki/%E3%82%A2%E3%83%94%E3%83%BC%E3%83%AB
アフィリエイト,https://ja.wiktionary.org/wiki/%E3%82%A2%E3%83%95%E3%82%A3%E3%83%AA%E3%82%A8%E3%82%A4%E3%83%88
アフィリエート,https://ja.wiktionary.org/wiki/%E3%82%A2%E3%83%95%E3%82%A3%E3%83%AA%E3%82%A8%E3%83%BC%E3%83%88
アフターケア,https://ja.wiktionary.org/wiki/%E3%82%A2%E3%83%95%E3%82%BF%E3%83%BC%E3%82%B1%E3%82%A2
アプローチ,https://ja.wiktionary.org/wiki/%E3%82%A2%E3%83%97%E3%83%AD%E3%83%BC%E3%83%81
アベンド,https://ja.wiktionary.org/wiki/%E3%82%A2%E3%83%99%E3%83%B3%E3%83%89
アボート,https://ja.wiktionary.org/wiki/%E3%82%A2%E3%83%9C%E3%83%BC%E3%83%88
あまがみ,https://ja.wiktionary.org/wiki/%E3%81%82%E3%81%BE%E3%81%8C%E3%81%BF
あまごい,https://ja.wiktionary.org/wiki/%E3%81%82%E3%81%BE%E3%81%94%E3%81%84
あまもり,https://ja.wiktionary.org/wiki/%E3%81%82%E3%81%BE%E3%82%82%E3%82%8A
あまやどり,https://ja.wiktionary.org/wiki/%E3%81%82%E3%81%BE%E3%82%84%E3%81%A9%E3%82%8A
あみもの,https://ja.wiktionary.org/wiki/%E3%81%82%E3%81%BF%E3%82%82%E3%81%AE
あめふり,https://ja.wiktionary.org/wiki/%E3%81%82%E3%82%81%E3%81%B5%E3%82%8A
阿諛,https://ja.wiktionary.org/wiki/%E9%98%BF%E8%AB%9B
あらいはり,https://ja.wiktionary.org/wiki/%E3%81%82%E3%82%89%E3%81%84%E3%81%AF%E3%82%8A
あらさがし,https://ja.wiktionary.org/wiki/%E3%81%82%E3%82%89%E3%81%95%E3%81%8C%E3%81%97
アルバイト,https://ja.wiktionary.org/wiki/%E3%82%A2%E3%83%AB%E3%83%90%E3%82%A4%E3%83%88
アレンジ,https://ja.wiktionary.org/wiki/%E3%82%A2%E3%83%AC%E3%83%B3%E3%82%B8
安慰,https://ja.wiktionary.org/wiki/%E5%AE%89%E6%85%B0
アンインストール,https://ja.wiktionary.org/wiki/%E3%82%A2%E3%83%B3%E3%82%A4%E3%83%B3%E3%82%B9%E3%83%88%E3%83%BC%E3%83%AB
安臥,https://ja.wiktionary.org/wiki/%E5%AE%89%E8%87%A5
晏駕,https://ja.wiktionary.org/wiki/%E6%99%8F%E9%A7%95
暗記,https://ja.wiktionary.org/wiki/%E6%9A%97%E8%A8%98
諳記,https://ja.wiktionary.org/wiki/%E8%AB%B3%E8%A8%98
行脚,https://ja.wiktionary.org/wiki/%E8%A1%8C%E8%84%9A
アンケート,https://ja.wiktionary.org/wiki/%E3%82%A2%E3%83%B3%E3%82%B1%E3%83%BC%E3%83%88
安居,https://ja.wiktionary.org/wiki/%E5%AE%89%E5%B1%85
暗合,https://ja.wiktionary.org/wiki/%E6%9A%97%E5%90%88
暗号化,https://ja.wiktionary.org/wiki/%E6%9A%97%E5%8F%B7%E5%8C%96
接続,https://ja.wiktionary.org/wiki/%E6%8E%A5%E7%B6%9A
暗殺,https://ja.wiktionary.org/wiki/%E6%9A%97%E6%AE%BA
安産,https://ja.wiktionary.org/wiki/%E5%AE%89%E7%94%A3
暗算,https://ja.wiktionary.org/wiki/%E6%9A%97%E7%AE%97
暗視,https://ja.wiktionary.org/wiki/%E6%9A%97%E8%A6%96
暗示,https://ja.wiktionary.org/wiki/%E6%9A%97%E7%A4%BA
安住,https://ja.wiktionary.org/wiki/%E5%AE%89%E4%BD%8F
案出,https://ja.wiktionary.org/wiki/%E6%A1%88%E5%87%BA
暗唱,https://ja.wiktionary.org/wiki/%E6%9A%97%E5%94%B1
暗誦,https://ja.wiktionary.org/wiki/%E6%9A%97%E8%AA%A6
諳誦,https://ja.wiktionary.org/wiki/%E8%AB%B3%E8%AA%A6
安心,https://ja.wiktionary.org/wiki/%E5%AE%89%E5%BF%83
安身,https://ja.wiktionary.org/wiki/%E5%AE%89%E8%BA%AB
安息,https://ja.wiktionary.org/wiki/%E5%AE%89%E6%81%AF
安置,https://ja.wiktionary.org/wiki/%E5%AE%89%E7%BD%AE
安着,https://ja.wiktionary.org/wiki/%E5%AE%89%E7%9D%80
暗中飛躍,https://ja.wiktionary.org/wiki/%E6%9A%97%E4%B8%AD%E9%A3%9B%E8%BA%8D
暗中模索,https://ja.wiktionary.org/wiki/%E6%9A%97%E4%B8%AD%E6%A8%A1%E7%B4%A2
安定,https://ja.wiktionary.org/wiki/%E5%AE%89%E5%AE%9A
暗転,https://ja.wiktionary.org/wiki/%E6%9A%97%E8%BB%A2
あんど,https://ja.wiktionary.org/wiki/%E3%81%82%E3%82%93%E3%81%A9
安堵,https://ja.wiktionary.org/wiki/%E5%AE%89%E5%A0%B5
案内,https://ja.wiktionary.org/wiki/%E6%A1%88%E5%86%85
安養,https://ja.wiktionary.org/wiki/%E5%AE%89%E9%A4%8A
按排,https://ja.wiktionary.org/wiki/%E6%8C%89%E6%8E%92
按配,https://ja.wiktionary.org/wiki/%E6%8C%89%E9%85%8D
案配,https://ja.wiktionary.org/wiki/%E6%A1%88%E9%85%8D
按腹,https://ja.wiktionary.org/wiki/%E6%8C%89%E8%85%B9
按分,https://ja.wiktionary.org/wiki/%E6%8C%89%E5%88%86
案分,https://ja.wiktionary.org/wiki/%E6%A1%88%E5%88%86
按摩,https://ja.wiktionary.org/wiki/%E6%8C%89%E6%91%A9
安眠,https://ja.wiktionary.org/wiki/%E5%AE%89%E7%9C%A0
暗躍,https://ja.wiktionary.org/wiki/%E6%9A%97%E8%BA%8D
あんよ,https://ja.wiktionary.org/wiki/%E3%81%82%E3%82%93%E3%82%88
いあつ,https://ja.wiktionary.org/wiki/%E3%81%84%E3%81%82%E3%81%A4
威圧,https://ja.wiktionary.org/wiki/%E5%A8%81%E5%9C%A7
慰安,https://ja.wiktionary.org/wiki/%E6%85%B0%E5%AE%89
依違,https://ja.wiktionary.org/wiki/%E4%BE%9D%E9%81%95
逶迤,https://ja.wiktionary.org/wiki/%E9%80%B6%E8%BF%A4
いいつけ,https://ja.wiktionary.org/wiki/%E3%81%84%E3%81%84%E3%81%A4%E3%81%91
いいね,https://ja.wiktionary.org/wiki/%E3%81%84%E3%81%84%E3%81%AD
いいのがれ,https://ja.wiktionary.org/wiki/%E3%81%84%E3%81%84%E3%81%AE%E3%81%8C%E3%82%8C
いいひらき,https://ja.wiktionary.org/wiki/%E3%81%84%E3%81%84%E3%81%B2%E3%82%89%E3%81%8D
いいわけ,https://ja.wiktionary.org/wiki/%E3%81%84%E3%81%84%E3%82%8F%E3%81%91
怡悦,https://ja.wiktionary.org/wiki/%E6%80%A1%E6%82%A6
いえで,https://ja.wiktionary.org/wiki/%E3%81%84%E3%81%88%E3%81%A7
家出,https://ja.wiktionary.org/wiki/%E5%AE%B6%E5%87%BA
易化,https://ja.wiktionary.org/wiki/%E6%98%93%E5%8C%96
威嚇,https://ja.wiktionary.org/wiki/%E5%A8%81%E5%9A%87
囲環,https://ja.wiktionary.org/wiki/%E5%9B%B2%E7%92%B0
移監,https://ja.wiktionary.org/wiki/%E7%A7%BB%E7%9B%A3
移管,https://ja.wiktionary.org/wiki/%E7%A7%BB%E7%AE%A1
移龕,https://ja.wiktionary.org/wiki/%E7%A7%BB%E9%BE%95
委棄,https://ja.wiktionary.org/wiki/%E5%A7%94%E6%A3%84
意企,https://ja.wiktionary.org/wiki/%E6%84%8F%E4%BC%81
移記,https://ja.wiktionary.org/wiki/%E7%A7%BB%E8%A8%98
遺棄,https://ja.wiktionary.org/wiki/%E9%81%BA%E6%A3%84
いきき,https://ja.wiktionary.org/wiki/%E3%81%84%E3%81%8D%E3%81%8D
意気阻喪,https://ja.wiktionary.org/wiki/%E6%84%8F%E6%B0%97%E9%98%BB%E5%96%AA
意気投合,https://ja.wiktionary.org/wiki/%E6%84%8F%E6%B0%97%E6%8A%95%E5%90%88
いきぬき,https://ja.wiktionary.org/wiki/%E3%81%84%E3%81%8D%E3%81%AC%E3%81%8D
委却,https://ja.wiktionary.org/wiki/%E5%A7%94%E5%8D%B4
遺却,https://ja.wiktionary.org/wiki/%E9%81%BA%E5%8D%B4
依拠,https://ja.wiktionary.org/wiki/%E4%BE%9D%E6%8B%A0
移居,https://ja.wiktionary.org/wiki/%E7%A7%BB%E5%B1%85
畏惧,https://ja.wiktionary.org/wiki/%E7%95%8F%E6%83%A7
畏懼,https://ja.wiktionary.org/wiki/%E7%95%8F%E6%87%BC
育児,https://ja.wiktionary.org/wiki/%E8%82%B2%E5%85%90
育成,https://ja.wiktionary.org/wiki/%E8%82%B2%E6%88%90
育苗,https://ja.wiktionary.org/wiki/%E8%82%B2%E8%8B%97
育毛,https://ja.wiktionary.org/wiki/%E8%82%B2%E6%AF%9B
畏敬,https://ja.wiktionary.org/wiki/%E7%95%8F%E6%95%AC
いけどり,https://ja.wiktionary.org/wiki/%E3%81%84%E3%81%91%E3%81%A9%E3%82%8A
意見,https://ja.wiktionary.org/wiki/%E6%84%8F%E8%A6%8B
移建,https://ja.wiktionary.org/wiki/%E7%A7%BB%E5%BB%BA
遺言,https://ja.wiktionary.org/wiki/%E9%81%BA%E8%A8%80
移行,https://ja.wiktionary.org/wiki/%E7%A7%BB%E8%A1%8C
移項,https://ja.wiktionary.org/wiki/%E7%A7%BB%E9%A0%85
移郷,https://ja.wiktionary.org/wiki/%E7%A7%BB%E9%83%B7
いさかい,https://ja.wiktionary.org/wiki/%E3%81%84%E3%81%95%E3%81%8B%E3%81%84
縊殺,https://ja.wiktionary.org/wiki/%E7%B8%8A%E6%AE%BA
意志,https://ja.wiktionary.org/wiki/%E6%84%8F%E5%BF%97
移徙,https://ja.wiktionary.org/wiki/%E7%A7%BB%E5%BE%99
縊死,https://ja.wiktionary.org/wiki/%E7%B8%8A%E6%AD%BB
遺矢,https://ja.wiktionary.org/wiki/%E9%81%BA%E7%9F%A2
頤使,https://ja.wiktionary.org/wiki/%E9%A0%A4%E4%BD%BF
頤指,https://ja.wiktionary.org/wiki/%E9%A0%A4%E6%8C%87
医治,https://ja.wiktionary.org/wiki/%E5%8C%BB%E6%B2%BB
維持,https://ja.wiktionary.org/wiki/%E7%B6%AD%E6%8C%81
意識,https://ja.wiktionary.org/wiki/%E6%84%8F%E8%AD%98
意思決定,https://ja.wiktionary.org/wiki/%E6%84%8F%E6%80%9D%E6%B1%BA%E5%AE%9A
委悉,https://ja.wiktionary.org/wiki/%E5%A7%94%E6%82%89
違失,https://ja.wiktionary.org/wiki/%E9%81%95%E5%A4%B1
遺失,https://ja.wiktionary.org/wiki/%E9%81%BA%E5%A4%B1
意思表示,https://ja.wiktionary.org/wiki/%E6%84%8F%E6%80%9D%E8%A1%A8%E7%A4%BA
慰藉,https://ja.wiktionary.org/wiki/%E6%85%B0%E8%97%89
慰謝,https://ja.wiktionary.org/wiki/%E6%85%B0%E8%AC%9D
蝟集,https://ja.wiktionary.org/wiki/%E8%9D%9F%E9%9B%86
移住,https://ja.wiktionary.org/wiki/%E7%A7%BB%E4%BD%8F
意趣返し,https://ja.wiktionary.org/wiki/%E6%84%8F%E8%B6%A3%E8%BF%94%E3%81%97
委縮,https://ja.wiktionary.org/wiki/%E5%A7%94%E7%B8%AE
萎縮,https://ja.wiktionary.org/wiki/%E8%90%8E%E7%B8%AE
称唯,https://ja.wiktionary.org/wiki/%E7%A7%B0%E5%94%AF
移乗,https://ja.wiktionary.org/wiki/%E7%A7%BB%E4%B9%97
移譲,https://ja.wiktionary.org/wiki/%E7%A7%BB%E8%AD%B2
委譲,https://ja.wiktionary.org/wiki/%E5%A7%94%E8%AD%B2
異常終了,https://ja.wiktionary.org/wiki/%E7%95%B0%E5%B8%B8%E7%B5%82%E4%BA%86
依嘱,https://ja.wiktionary.org/wiki/%E4%BE%9D%E5%98%B1
移植,https://ja.wiktionary.org/wiki/%E7%A7%BB%E6%A4%8D
遺嘱,https://ja.wiktionary.org/wiki/%E9%81%BA%E5%98%B1
いすとり,https://ja.wiktionary.org/wiki/%E3%81%84%E3%81%99%E3%81%A8%E3%82%8A
為政,https://ja.wiktionary.org/wiki/%E7%82%BA%E6%94%BF
遺精,https://ja.wiktionary.org/wiki/%E9%81%BA%E7%B2%BE
移籍,https://ja.wiktionary.org/wiki/%E7%A7%BB%E7%B1%8D
移設,https://ja.wiktionary.org/wiki/%E7%A7%BB%E8%A8%AD
遺贈,https://ja.wiktionary.org/wiki/%E9%81%BA%E8%B4%88
いそうろう,https://ja.wiktionary.org/wiki/%E3%81%84%E3%81%9D%E3%81%86%E3%82%8D%E3%81%86
依存,https://ja.wiktionary.org/wiki/%E4%BE%9D%E5%AD%98
遺存,https://ja.wiktionary.org/wiki/%E9%81%BA%E5%AD%98
依託,https://ja.wiktionary.org/wiki/%E4%BE%9D%E8%A8%97
委託,https://ja.wiktionary.org/wiki/%E5%A7%94%E8%A8%97
唯諾,https://ja.wiktionary.org/wiki/%E5%94%AF%E8%AB%BE
いたずら,https://ja.wiktionary.org/wiki/%E3%81%84%E3%81%9F%E3%81%9A%E3%82%89
いたずらがき,https://ja.wiktionary.org/wiki/%E3%81%84%E3%81%9F%E3%81%9A%E3%82%89%E3%81%8C%E3%81%8D
いたずらじに,https://ja.wiktionary.org/wiki/%E3%81%84%E3%81%9F%E3%81%9A%E3%82%89%E3%81%98%E3%81%AB
いたちごっこ,https://ja.wiktionary.org/wiki/%E3%81%84%E3%81%9F%E3%81%A1%E3%81%94%E3%81%A3%E3%81%93
移達,https://ja.wiktionary.org/wiki/%E7%A7%BB%E9%81%94
位置,https://ja.wiktionary.org/wiki/%E4%BD%8D%E7%BD%AE
一握,https://ja.wiktionary.org/wiki/%E4%B8%80%E6%8F%A1
移築,https://ja.wiktionary.org/wiki/%E7%A7%BB%E7%AF%89
一言,https://ja.wiktionary.org/wiki/%E4%B8%80%E8%A8%80
一巡,https://ja.wiktionary.org/wiki/%E4%B8%80%E5%B7%A1
一段落,https://ja.wiktionary.org/wiki/%E4%B8%80%E6%AE%B5%E8%90%BD
一任,https://ja.wiktionary.org/wiki/%E4%B8%80%E4%BB%BB
一念発起,https://ja.wiktionary.org/wiki/%E4%B8%80%E5%BF%B5%E7%99%BA%E8%B5%B7
一望,https://ja.wiktionary.org/wiki/%E4%B8%80%E6%9C%9B
一揖,https://ja.wiktionary.org/wiki/%E4%B8%80%E6%8F%96
移牒,https://ja.wiktionary.org/wiki/%E7%A7%BB%E7%89%92
一陽来復,https://ja.wiktionary.org/wiki/%E4%B8%80%E9%99%BD%E6%9D%A5%E5%BE%A9
一覧,https://ja.wiktionary.org/wiki/%E4%B8%80%E8%A6%A7
一礼,https://ja.wiktionary.org/wiki/%E4%B8%80%E7%A4%BC
一喝,https://ja.wiktionary.org/wiki/%E4%B8%80%E5%96%9D
一括贈与,https://ja.wiktionary.org/wiki/%E4%B8%80%E6%8B%AC%E8%B4%88%E4%B8%8E
一貫,https://ja.wiktionary.org/wiki/%E4%B8%80%E8%B2%AB
逸機,https://ja.wiktionary.org/wiki/%E9%80%B8%E6%A9%9F
一喜一憂,https://ja.wiktionary.org/wiki/%E4%B8%80%E5%96%9C%E4%B8%80%E6%86%82
一騎打ち,https://ja.wiktionary.org/wiki/%E4%B8%80%E9%A8%8E%E6%89%93%E3%81%A1
一騎討ち,https://ja.wiktionary.org/wiki/%E4%B8%80%E9%A8%8E%E8%A8%8E%E3%81%A1
一気飲み,https://ja.wiktionary.org/wiki/%E4%B8%80%E6%B0%97%E9%A3%B2%E3%81%BF
一計,https://ja.wiktionary.org/wiki/%E4%B8%80%E8%A8%88
一決,https://ja.wiktionary.org/wiki/%E4%B8%80%E6%B1%BA
溢血,https://ja.wiktionary.org/wiki/%E6%BA%A2%E8%A1%80
一見,https://ja.wiktionary.org/wiki/%E4%B8%80%E8%A6%8B
一顧,https://ja.wiktionary.org/wiki/%E4%B8%80%E9%A1%A7
一考,https://ja.wiktionary.org/wiki/%E4%B8%80%E8%80%83
一死,https://ja.wiktionary.org/wiki/%E4%B8%80%E6%AD%BB
一周,https://ja.wiktionary.org/wiki/%E4%B8%80%E5%91%A8
一蹴,https://ja.wiktionary.org/wiki/%E4%B8%80%E8%B9%B4
一笑,https://ja.wiktionary.org/wiki/%E4%B8%80%E7%AC%91
一振,https://ja.wiktionary.org/wiki/%E4%B8%80%E6%8C%AF
一新,https://ja.wiktionary.org/wiki/%E4%B8%80%E6%96%B0
一進一退,https://ja.wiktionary.org/wiki/%E4%B8%80%E9%80%B2%E4%B8%80%E9%80%80
溢水,https://ja.wiktionary.org/wiki/%E6%BA%A2%E6%B0%B4
一掃,https://ja.wiktionary.org/wiki/%E4%B8%80%E6%8E%83
一体化,https://ja.wiktionary.org/wiki/%E4%B8%80%E4%BD%93%E5%8C%96
逸脱,https://ja.wiktionary.org/wiki/%E9%80%B8%E8%84%B1
一致,https://ja.wiktionary.org/wiki/%E4%B8%80%E8%87%B4
